File,Average_Complexity,Maintainability_Index,LOC,LLOC,SLOC,Comments,Blank_Lines,Halstead_Volume,Halstead_Difficulty,Halstead_Effort
sample_code.py,3.4,46.05,60,44,44,0,16,216.22,4.5,972.99
